gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,avg_score
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,NONE,82,67,61,70.0
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,62,64,55,60.333333333333336
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,97,97,96,96.66666666666667
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,NONE,75,68,65,69.33333333333333
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,65,79,81,75.0
MALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,52,49,46,49.0
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,87,73,72,77.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,53,62,53,56.0
FEMALE,GROUP E,MASTER'S DEGREE,FREE/REDUCED,NONE,81,86,87,84.66666666666667
MALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,39,42,38,39.666666666666664
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,71,71,80,74.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,97,93,91,93.66666666666667
MALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,82,82,88,84.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,59,53,52,54.666666666666664
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,61,42,41,48.0
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,78,74,72,74.66666666666667
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,49,51,51,50.333333333333336
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,59,58,47,54.666666666666664
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,70,72,76,72.66666666666667
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,82,84,78,81.33333333333333
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,90,90,82,87.33333333333333
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,43,62,61,55.333333333333336
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,80,64,66,70.0
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,81,82,84,82.33333333333333
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,57,61,54,57.333333333333336
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,59,72,80,70.33333333333333
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,64,76,74,71.33333333333333
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,63,64,66,64.33333333333333
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,COMPLETED,71,70,70,70.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,64,73,71,69.33333333333333
MALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,55,46,44,48.333333333333336
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,51,51,54,52.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,62,76,80,72.66666666666667
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,93,100,95,96.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,54,72,59,61.666666666666664
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,69,65,74,69.33333333333333
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,44,51,48,47.666666666666664
FEMALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,86,85,91,87.33333333333333
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,85,92,85,87.33333333333333
FEMALE,GROUP A,MASTER'S DEGREE,FREE/REDUCED,NONE,50,67,73,63.333333333333336
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,88,74,75,79.0
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,59,62,69,63.333333333333336
FEMALE,GROUP E,SOME HIGH SCHOOL,FREE/REDUCED,NONE,32,34,38,34.666666666666664
MALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,36,29,27,30.666666666666668
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,63,78,79,73.33333333333333
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,67,54,63,61.333333333333336
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,65,78,82,75.0
MALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,85,84,89,86.0
FEMALE,GROUP C,MASTER'S DEGREE,STANDARD,NONE,73,78,74,75.0
FEMALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,COMPLETED,34,48,41,41.0
FEMALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,93,100,100,97.66666666666667
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,NONE,67,84,84,78.33333333333333
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,88,77,77,80.66666666666667
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,57,48,51,52.0
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,79,84,91,84.66666666666667
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,67,75,72,71.33333333333333
MALE,GROUP E,BACHELOR'S DEGREE,STANDARD,COMPLETED,70,64,70,68.0
MALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,50,42,48,46.666666666666664
FEMALE,GROUP A,SOME COLLEGE,STANDARD,NONE,69,84,82,78.33333333333333
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,52,61,66,59.666666666666664
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,47,62,66,58.333333333333336
FEMALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,46,61,55,54.0
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,68,70,66,68.0
MALE,GROUP E,BACHELOR'S DEGREE,STANDARD,COMPLETED,100,100,100,100.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,44,61,52,52.333333333333336
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,57,77,80,71.33333333333333
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,91,96,91,92.66666666666667
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,69,70,67,68.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,35,53,46,44.666666666666664
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,72,66,66,68.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,54,65,65,61.333333333333336
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,74,70,69,71.0
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,74,64,60,66.0
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,64,56,52,57.333333333333336
FEMALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,COMPLETED,65,61,71,65.66666666666667
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,46,43,44,44.333333333333336
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,48,56,51,51.666666666666664
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,67,74,70,70.33333333333333
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,62,57,62,60.333333333333336
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,61,71,73,68.33333333333333
MALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,70,75,74,73.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,98,87,90,91.66666666666667
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,70,63,58,63.666666666666664
MALE,GROUP A,ASSOCIATE'S DEGREE,STANDARD,NONE,67,57,53,59.0
FEMALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,NONE,57,58,57,57.333333333333336
MALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,85,81,85,83.66666666666667
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,77,68,69,71.33333333333333
MALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,72,66,72,70.0
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,78,91,96,88.33333333333333
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,81,66,64,70.33333333333333
MALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,61,62,61,61.333333333333336
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,58,68,61,62.333333333333336
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,54,61,58,57.666666666666664
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,82,82,80,81.33333333333333
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,49,58,60,55.666666666666664
MALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,49,50,52,50.333333333333336
FEMALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,COMPLETED,57,75,73,68.33333333333333
MALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,94,73,71,79.33333333333333
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,75,77,83,78.33333333333333
FEMALE,GROUP E,SOME HIGH SCHOOL,FREE/REDUCED,NONE,74,74,72,73.33333333333333
MALE,GROUP C,HIGH SCHOOL,STANDARD,COMPLETED,58,52,54,54.666666666666664
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,62,69,69,66.66666666666667
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,72,57,62,63.666666666666664
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,84,87,81,84.0
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,92,100,100,97.33333333333333
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,45,63,59,55.666666666666664
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,75,81,71,75.66666666666667
FEMALE,GROUP A,SOME COLLEGE,STANDARD,NONE,56,58,64,59.333333333333336
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,NONE,48,54,53,51.666666666666664
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,100,100,100,100.0
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,65,76,75,72.0
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,72,57,58,62.333333333333336
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,62,70,72,68.0
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,COMPLETED,66,68,64,66.0
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,63,63,60,62.0
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,68,76,67,70.33333333333333
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,75,84,80,79.66666666666667
FEMALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,89,100,100,96.33333333333333
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,78,72,69,73.0
FEMALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,COMPLETED,53,50,60,54.333333333333336
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,49,65,61,58.333333333333336
FEMALE,GROUP A,SOME COLLEGE,STANDARD,NONE,54,63,67,61.333333333333336
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,64,82,77,74.33333333333333
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,COMPLETED,60,62,60,60.666666666666664
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,62,65,58,61.666666666666664
MALE,GROUP D,HIGH SCHOOL,STANDARD,COMPLETED,55,41,48,48.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,91,95,94,93.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,8,24,23,18.333333333333332
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,81,78,78,79.0
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,79,85,86,83.33333333333333
FEMALE,GROUP A,SOME COLLEGE,STANDARD,COMPLETED,78,87,91,85.33333333333333
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,74,75,82,77.0
MALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,57,51,54,54.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,40,59,51,50.0
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,81,75,76,77.33333333333333
FEMALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,44,45,45,44.666666666666664
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,COMPLETED,67,86,83,78.66666666666667
MALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,COMPLETED,86,81,75,80.66666666666667
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,65,82,78,75.0
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,55,76,76,69.0
FEMALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,62,72,74,69.33333333333333
MALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,63,63,62,62.666666666666664
FEMALE,GROUP E,MASTER'S DEGREE,STANDARD,COMPLETED,88,99,95,94.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,62,55,55,57.333333333333336
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,COMPLETED,59,71,65,65.0
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,68,78,77,74.33333333333333
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,77,86,86,83.0
